123 212
2 -1.000000e+002 -1.000000e+002 0.000000e+000
4 -1.000000e+002 1.000000e+002 0.000000e+000
5 1.000000e+002 -1.000000e+002 0.000000e+000
8 1.000000e+002 1.000000e+002 0.000000e+000
48 -1.000000e+002 -7.500000e+001 0.000000e+000
49 -1.000000e+002 -5.000000e+001 0.000000e+000
50 -1.000000e+002 -2.500000e+001 0.000000e+000
51 -1.000000e+002 0.000000e+000 0.000000e+000
52 -1.000000e+002 2.500000e+001 0.000000e+000
53 -1.000000e+002 5.000000e+001 0.000000e+000
54 -1.000000e+002 7.500000e+001 0.000000e+000
55 -7.500000e+001 -1.000000e+002 0.000000e+000
56 -5.000000e+001 -1.000000e+002 0.000000e+000
57 -2.500000e+001 -1.000000e+002 0.000000e+000
58 0.000000e+000 -1.000000e+002 0.000000e+000
59 2.500000e+001 -1.000000e+002 0.000000e+000
60 5.000000e+001 -1.000000e+002 0.000000e+000
61 7.500000e+001 -1.000000e+002 0.000000e+000
98 -7.500000e+001 1.000000e+002 0.000000e+000
99 -5.000000e+001 1.000000e+002 0.000000e+000
100 -2.500000e+001 1.000000e+002 0.000000e+000
101 0.000000e+000 1.000000e+002 0.000000e+000
102 2.500000e+001 1.000000e+002 0.000000e+000
103 5.000000e+001 1.000000e+002 0.000000e+000
104 7.500000e+001 1.000000e+002 0.000000e+000
120 1.000000e+002 -7.500000e+001 0.000000e+000
121 1.000000e+002 -5.000000e+001 0.000000e+000
122 1.000000e+002 -2.500000e+001 0.000000e+000
123 1.000000e+002 0.000000e+000 0.000000e+000
124 1.000000e+002 2.500000e+001 0.000000e+000
125 1.000000e+002 5.000000e+001 0.000000e+000
126 1.000000e+002 7.500000e+001 0.000000e+000
749 -6.436509e+001 -4.421278e+000 0.000000e+000
750 5.945581e+001 -2.083834e+001 0.000000e+000
751 -4.324560e+000 8.802742e+001 0.000000e+000
752 6.695405e+001 8.372892e+001 0.000000e+000
753 -6.683334e+001 8.328844e+001 0.000000e+000
754 8.498857e+001 3.647380e+001 0.000000e+000
755 9.095565e+001 -6.565601e+001 0.000000e+000
756 3.123329e+001 -7.386256e+001 0.000000e+000
757 -8.217364e+001 3.444016e+001 0.000000e+000
758 -3.131785e+001 -7.031843e+001 0.000000e+000
759 -9.107856e+001 -6.502089e+001 0.000000e+000
760 1.278362e+000 -1.259665e+001 0.000000e+000
761 -3.402786e+001 4.256611e+001 0.000000e+000
762 3.245167e+001 3.635065e+001 0.000000e+000
763 8.509609e+001 8.667582e+001 0.000000e+000
764 3.151473e+001 8.675894e+001 0.000000e+000
765 -3.323495e+001 8.329258e+001 0.000000e+000
766 -8.533928e+001 8.649384e+001 0.000000e+000
767 8.216656e+001 1.501890e+001 0.000000e+000
768 8.220220e+001 -1.122586e+001 0.000000e+000
769 7.752318e+001 -3.706076e+001 0.000000e+000
770 5.310036e+001 -4.223008e+001 0.000000e+000
771 6.596313e+001 -7.293926e+001 0.000000e+000
772 8.838180e+001 -8.840633e+001 0.000000e+000
773 4.925273e+001 -8.613350e+001 0.000000e+000
774 1.447175e+001 -8.316572e+001 0.000000e+000
775 -8.104697e+001 1.077507e+001 0.000000e+000
776 -8.247440e+001 -1.454513e+001 0.000000e+000
777 -4.609927e+001 -3.743561e+001 0.000000e+000
778 -8.016929e+001 -3.794177e+001 0.000000e+000
779 -6.504517e+001 -7.693002e+001 0.000000e+000
780 -1.821419e+001 -8.347995e+001 0.000000e+000
781 -4.057319e+001 -8.400666e+001 0.000000e+000
782 -8.409542e+001 -8.578255e+001 0.000000e+000
783 -7.731943e-001 -7.487514e+001 0.000000e+000
784 -1.520436e+001 -4.364877e+001 0.000000e+000
785 -3.267102e+001 -1.009789e+001 0.000000e+000
786 1.610106e+001 -4.401942e+001 0.000000e+000
787 3.748577e+001 -1.244382e+001 0.000000e+000
788 -5.006186e+001 1.124065e+001 0.000000e+000
789 -5.916370e+001 3.804198e+001 0.000000e+000
790 -8.208728e+001 6.843190e+001 0.000000e+000
791 -4.811105e+001 7.359588e+001 0.000000e+000
792 -1.478837e+001 7.384556e+001 0.000000e+000
793 4.195595e+001 1.305430e+001 0.000000e+000
794 6.248003e+001 3.583047e+001 0.000000e+000
795 2.146117e+001 6.994159e+001 0.000000e+000
796 4.784001e+001 7.476696e+001 0.000000e+000
797 8.148842e+001 6.892566e+001 0.000000e+000
798 3.639507e+000 3.870292e+001 0.000000e+000
799 1.612263e+001 1.818385e+001 0.000000e+000
800 -1.430720e+001 7.322667e+000 0.000000e+000
801 -6.385573e+001 -5.166471e+001 0.000000e+000
802 6.485499e+001 -5.389745e+001 0.000000e+000
803 2.086033e+001 5.114835e+001 0.000000e+000
804 -1.573954e+001 5.145106e+001 0.000000e+000
805 -8.336729e+001 -7.275057e+001 0.000000e+000
806 -3.119441e+001 -5.247624e+001 0.000000e+000
807 1.528058e+001 -6.321226e+001 0.000000e+000
808 8.272256e+001 -7.674816e+001 0.000000e+000
809 8.001752e+001 -5.839459e+001 0.000000e+000
810 3.317531e+001 -5.261577e+001 0.000000e+000
811 -1.634674e+001 -6.315375e+001 0.000000e+000
812 -8.015022e+001 -5.818582e+001 0.000000e+000
813 -4.672114e+001 5.430957e+001 0.000000e+000
814 4.435830e+001 5.351716e+001 0.000000e+000
815 -1.466625e+001 -2.265010e+001 0.000000e+000
816 1.717012e+001 -2.444477e+001 0.000000e+000
817 1.830524e+001 -3.263594e+000 0.000000e+000
818 -7.797971e+001 5.066296e+001 0.000000e+000
819 -6.437193e+001 6.163141e+001 0.000000e+000
820 2.562907e+000 7.584541e+001 0.000000e+000
821 1.290264e+001 8.696381e+001 0.000000e+000
822 7.821087e+001 5.050117e+001 0.000000e+000
823 -2.318878e+000 2.124857e+001 0.000000e+000
824 -3.388674e+001 2.062405e+001 0.000000e+000
825 -4.773064e+001 -6.300275e+001 0.000000e+000
826 4.998779e+001 -6.360353e+001 0.000000e+000
827 -6.970129e-001 -5.485888e+001 0.000000e+000
828 -1.815910e+001 2.952300e+001 0.000000e+000
829 4.116600e+000 5.877448e+001 0.000000e+000
830 4.413512e+000 6.639983e+000 0.000000e+000
831 -2.739630e+001 -3.400540e+001 0.000000e+000
832 3.684753e+001 -3.355081e+001 0.000000e+000
833 -3.017821e+001 6.358061e+001 0.000000e+000
834 6.536053e+001 6.241879e+001 0.000000e+000
835 6.199195e+001 3.477469e+000 0.000000e+000
836 -6.581339e+001 1.953660e+001 0.000000e+000
837 -5.000743e+001 -1.057478e+001 0.000000e+000
838 2.191861e+000 -3.497322e+001 0.000000e+000
839 -6.393914e+001 -2.777593e+001 0.000000e+000
1546 203 763 126 8 
1547 203 797 763 752 
1548 203 763 8 104 
1549 203 764 796 103 
1550 203 102 764 103 
1551 203 794 754 822 
1552 203 103 752 104 
1553 203 99 765 100 
1554 203 765 792 100 
1555 203 751 101 100 
1556 203 753 791 99 
1557 203 98 753 99 
1558 203 790 753 766 
1559 203 766 98 4 
1560 203 751 821 101 
1561 203 749 776 839 
1562 203 777 837 839 
1563 203 784 827 838 
1564 203 816 760 838 
1565 203 788 749 837 
1566 203 785 788 837 
1567 203 789 757 836 
1568 203 788 789 836 
1569 203 767 123 124 
1570 203 750 768 835 
1571 203 754 767 124 
1572 203 767 835 768 
1573 203 793 787 835 
1574 203 822 797 834 
1575 203 767 768 123 
1576 203 796 814 834 
1577 203 125 754 124 
1578 203 804 792 833 
1579 203 791 813 833 
1580 203 810 770 832 
1581 203 770 769 750 
1582 203 792 765 833 
1583 203 784 811 827 
1584 203 798 762 803 
1585 203 5 120 772 
1586 203 787 816 832 
1587 203 5 772 61 
1588 203 774 59 756 
1589 203 777 806 831 
1590 203 815 785 831 
1591 203 817 799 830 
1592 203 800 760 830 
1593 203 798 803 829 
1594 203 820 792 829 
1595 203 773 756 59 
1596 203 823 798 828 
1597 203 60 773 59 
1598 203 771 773 61 
1599 203 824 800 828 
1600 203 771 826 773 
1601 203 772 808 61 
1602 203 807 786 827 
1603 203 769 802 809 
1604 203 60 61 773 
1605 203 811 783 827 
1606 203 756 773 826 
1607 203 802 770 826 
1608 203 755 808 120 
1609 203 801 779 825 
1610 203 758 806 825 
1611 203 768 750 769 
1612 203 761 789 824 
1613 203 769 809 121 
1614 203 755 120 121 
1615 203 123 768 122 
1616 203 823 828 800 
1617 203 769 121 122 
1618 203 798 804 828 
1619 203 768 769 122 
1620 203 762 798 799 
1621 203 767 794 835 
1622 203 754 125 822 
1623 203 102 101 821 
1624 203 795 764 821 
1625 203 52 757 53 
1626 203 751 792 820 
1627 203 795 821 820 
1628 203 776 749 775 
1629 203 791 753 819 
1630 203 775 757 52 
1631 203 818 789 819 
1632 203 50 776 51 
1633 203 790 53 818 
1634 203 775 52 51 
1635 203 813 819 789 
1636 203 776 775 51 
1637 203 784 815 831 
1638 203 787 793 817 
1639 203 810 832 786 
1640 203 815 838 760 
1641 203 806 777 825 
1642 203 805 779 812 
1643 203 769 770 802 
1644 203 57 780 781 
1645 203 58 780 57 
1646 203 778 801 839 
1647 203 782 805 48 
1648 203 758 781 780 
1649 203 777 831 785 
1650 203 796 795 814 
1651 203 822 834 794 
1652 203 804 829 792 
1653 203 57 781 56 
1654 203 782 48 2 
1655 203 804 833 761 
1656 203 55 782 2 
1657 203 55 56 779 
1658 203 801 778 812 
1659 203 784 831 806 
1660 203 781 779 56 
1661 203 759 805 812 
1662 203 758 825 781 
1663 203 805 782 779 
1664 203 784 806 811 
1665 203 807 827 783 
1666 203 756 826 810 
1667 203 786 807 810 
1668 203 759 49 48 
1669 203 755 121 809 
1670 203 802 771 809 
1671 203 772 120 808 
1672 203 771 61 808 
1673 203 778 50 49 
1674 203 786 838 827 
1675 203 759 812 49 
1676 203 778 839 776 
1677 203 756 810 807 
1678 203 758 811 806 
1679 203 778 776 50 
1680 203 801 825 777 
1681 203 55 779 782 
1682 203 759 48 805 
1683 203 813 761 833 
1684 203 783 811 780 
1685 203 774 783 58 
1686 203 799 823 830 
